id,Country,RegionOfOrigin,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019
905,LIECHTENSTEIN,Africa,..,..,..,..,..,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.4,0.2,0.2,0.2,0.2,0.2,0.236,0.2
906,LIECHTENSTEIN,Americas,5,5,5,5,5,4.7,3.7,2.9,2.4,2.7,2.9,3,3.2,2.4,2.3,2.4,2.7,3.5,3.4,3.6,3.9,4.3,5.5,5.732,7.1
907,LIECHTENSTEIN,East Asia and the Pacific,2,2,2,2,2,1.8,1.6,1.7,1.6,1.7,1.6,1.7,1.9,1.7,1.3,1.7,1.9,2.5,2.8,3.6,4.1,5,5.6,5.923,6.9
908,LIECHTENSTEIN,Europe,52,49,49,52,53,54.8,51,44,44.7,43.8,44.9,49.8,52.9,54.1,48.2,45.4,48.3,54.4,53,53.8,48.4,59.4,67.3,72.949,83.5
909,LIECHTENSTEIN,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
910,LIECHTENSTEIN,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.443,0.4
911,LIECHTENSTEIN,Other not classified,..,..,..,..,..,..,..,..,..,..,0.1,0.1,..,..,0.2,0.1,0.2,1.5,0.2,..,..,..,..,..,..
913,LITHUANIA,Africa,..,..,..,..,..,..,..,..,..,1,1,1,1,2.3,1.2,1.9,3.2,5.3,5.9,6.4,6.5,6.5,8.8,..,..
914,LITHUANIA,Americas,11,11,12,15,15,15,15,16,16,22,24,26,30,29.8,20.8,26.5,32.7,40.6,39.7,47.5,49,53.6,65.2,..,..
915,LITHUANIA,East Asia and the Pacific,4,6,8,7,8,9,11,10,11,15,15,16,..,56.6,40.4,28.4,42.6,60.2,61,82.1,95.5,107,113.1,..,..
916,LITHUANIA,Europe,195,238,268,281,267,272,322,358,400,538,623,694,1400,1509.9,1266.9,1434.7,1682.5,1775.2,1864.5,1894.9,1880.2,2080.6,2281.9,2509.5,2536.7
917,LITHUANIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
918,LITHUANIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
919,LITHUANIA,Other not classified,..,..,..,4,3,3,6,9,10,14,19,21,55,12.7,11.8,15.4,14,18.2,40.8,31.8,40.1,48.2,54.3,315.3,338
921,LUXEMBOURG,Africa,..,..,..,..,..,..,..,..,..,..,..,..,4,4,3,3,10.1,14,5,6.8,5.9,5.1,4.7,4.1,4.4
922,LUXEMBOURG,Americas,33,30,36,40,42,42,36,33,29,30,32,35,33,32,29,29,37.7,39,39.2,45.1,51.8,48.5,47.7,45.7,47.2
923,LUXEMBOURG,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,32,31,32,35,55.7,75,60.3,71.3,78.7,70.2,65.8,63.6,63
924,LUXEMBOURG,Europe,713,672,719,722,793,780,769,809,801,807,840,831,839,805,779,737,770.5,822,840.3,915.2,953.2,929.8,927.7,904.3,926.6
925,LUXEMBOURG,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
926,LUXEMBOURG,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
927,LUXEMBOURG,Other not classified,21,22,23,27,28,29,31,42,37,41,40,42,7,5,4,1,..,..,..,..,..,..,..,..,..
929,"MACAO, CHINA",Africa,6,7,6,5,4,4,4,4,4,6,8,14,30,22,17,23,24.9,27,29.4,35,31,27.1,25.1,25.5,26.5
930,"MACAO, CHINA",Americas,135,149,121,111,106,118,119,115,87,144,183,219,306,313,279,297,310.6,306.5,289,285.7,286.3,299.8,296.1,314.9,316.7
931,"MACAO, CHINA",East Asia and the Pacific,7188,7493,6435,6498,7155,8872,10005,11280,11693,16372,18321,21526,26338,22224,21078,24192,27207,27294.7,28532.5,30725.6,29930,30148.1,31837.2,35002.7,38625
932,"MACAO, CHINA",Europe,241,293,239,263,163,148,130,112,84,123,161,188,257,272,254,264,270.6,280.5,290.3,287.3,273,287.9,287.1,296.1,294.1
933,"MACAO, CHINA",Middle East,1,1,1,1,1,1,1,1,1,2,3,4,8,8,7,10,12,14,15,13.7,15.4,11.1,8.7,8.7,8.4
934,"MACAO, CHINA",South Asia,15,18,16,13,14,17,18,17,17,24,32,43,64,94,118,179,177,159,169,178.3,179,176.2,156.4,155.8,135.5
935,"MACAO, CHINA",Other not classified,167,190,182,59,1,2,2,2,2,2,3,5,..,..,..,..,..,..,..,..,..,..,..,..,..
937,MADAGASCAR,Africa,8,9,6,15,20,24,31,6,22,39,52,59,64,84,37,40,39,45.3,35,36.9,12.1,21.6,11.5,20.7,28.7
938,MADAGASCAR,Americas,5,6,2,2,7,6,7,2,4,9,14,16,14,11,5,6,10,10,6,8.7,5.7,14,4.3,10.8,11.2
939,MADAGASCAR,East Asia and the Pacific,4,4,1,1,2,2,3,1,5,3,6,7,14,16,6,7,23,23.4,12,12.7,7.4,13.5,5.5,12.2,17
940,MADAGASCAR,Europe,57,63,64,82,95,110,119,43,99,176,203,228,247,262,111,143,153,177.3,142,162.1,99.6,110.9,75.1,141.6,255
941,MADAGASCAR,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.4,0.154,0.5,0.7
942,MADAGASCAR,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.6,7.3,2.9,5.1,6.2
943,MADAGASCAR,Other not classified,..,..,27,19,13,17,9,10,9,1,2,2,5,2,4,..,..,..,1,1.9,115.8,125.5,156,100.4,64.9
945,MALAWI,Africa,140,143,153,162,188,171,203,300,320,336,337,484,559,574,574,562,588,631.1,642.2,637.3,635.9,645,698.3,726.2,..
946,MALAWI,Americas,6,10,10,11,13,11,12,15,18,21,19,36,47,45,46,46,45,28.4,49.9,47.5,48.3,56.9,45.6,47.4,..
947,MALAWI,East Asia and the Pacific,8,8,8,9,10,..,..,6,10,11,9,10,13,12,12,20,10,7,18.5,8.4,9.1,12.4,15.4,16,..
948,MALAWI,Europe,36,31,33,35,40,38,43,55,68,49,60,94,99,98,105,105,102,92,71.7,106.5,96.6,115.6,50,52,..
949,MALAWI,Middle East,..,..,..,..,..,..,..,..,..,..,..,6,2,2,2,2,3,2.3,..,1.1,0.9,1.2,1.1,1.1,..
950,MALAWI,South Asia,2,2,2,2,3,..,..,2,4,7,10,..,13,10,14,8,16,4.2,..,10,6.1,8.8,10.4,10.8,..
951,MALAWI,Other not classified,..,..,..,..,..,8,8,5,4,4,3,8,1,1,2,2,2,5.2,12.7,8.3,8,9.3,16.5,17.2,..
953,MALAYSIA,Africa,29,30,24,25,30,74,162,148,134,137,128,157,308,127,85,42,111,99,101,108.3,96.1,79.7,75,119.4,126.8
954,MALAYSIA,Americas,136,146,137,122,122,308,322,283,270,272,275,312,472,345,346,343,340,362,377,399.6,360.1,322.3,308.6,389.8,406.7
955,MALAYSIA,East Asia and the Pacific,6660,6336,5450,4697,6827,8716,10833,11456,9074,13983,14686,15478,17657,18973,20830,21605,21667,21946,22568,23846.4,22566.7,23992.5,23384.2,22866.6,22905.9
956,MALAYSIA,Europe,404,411,387,368,309,590,704,637,456,540,618,673,830,1026,1166,1133,1136,1161,1227,1372.2,1242.3,1129.9,1110.3,1209.5,1218.2
957,MALAYSIA,Middle East,29,28,16,20,19,44,108,126,78,124,145,174,225,216,197,167,237,266,274,313,278.5,270.5,219.4,280.7,298.1
958,MALAYSIA,South Asia,64,63,54,56,69,180,212,244,209,249,321,390,687,826,930,997,1125,1185,1156,1382.6,1163.4,958.6,849.5,963.7,1142.4
959,MALAYSIA,Other not classified,146,125,143,263,556,308,435,397,355,398,257,362,795,539,92,290,98,14,12,15.2,14.2,3.8,1.4,2.7,2.7
961,MALDIVES,Africa,8,8,8,7,2,2,2,3,4,5,3,4,5,6,5,6,6,7,8,8.1,9.2,10.8,14.7,15.4,18.7
962,MALDIVES,Americas,4,4,6,6,6,7,7,7,8,9,7,11,14,14,15,19,24,27,33,41,46.6,50.5,62,68.8,84.8
963,MALDIVES,East Asia and the Pacific,49,53,61,57,61,73,69,77,84,100,56,102,125,127,138,214,303,339,468,521.6,522.2,496.9,505.4,506.4,512.4
964,MALDIVES,Europe,227,253,273,305,340,362,364,373,443,476,307,458,495,498,462,505,538,518,527,529.3,536,575.2,646.4,726.4,833.9
965,MALDIVES,Middle East,1,1,1,1,1,1,2,3,4,5,2,4,6,9,10,12,14,22,32,37.2,42,51.3,49.2,52.1,60
966,MALDIVES,South Asia,26,20,16,19,19,21,17,20,21,22,19,23,30,29,26,36,46,45,57,67.3,78,101.1,111.8,115.1,192.7
967,MALDIVES,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
969,MALI,Africa,12,12,14,18,16,19,19,21,28,29,36,39,29,47,45,47,52,41,52.6,62.2,73.9,94.8,88.2,98.5,99.2
970,MALI,Americas,5,6,7,8,9,9,8,9,9,12,13,19,18,20,27,23,21,6.4,6.3,7.9,8.5,6.6,9.1,10.7,10.3
971,MALI,East Asia and the Pacific,..,1,2,2,1,1,1,1,1,3,2,2,1,5,1,3,3,4.6,4.2,5,4.6,6,5.2,6.3,5.9
972,MALI,Europe,22,31,38,49,50,48,51,56,63,64,81,86,104,101,73,83,69,45.1,54.8,71.4,67.1,60.5,84.3,80.7,94.8
973,MALI,Middle East,..,..,..,..,1,2,2,3,3,2,1,1,1,4,3,3,4,1.9,1.3,2.2,2.8,2,3.5,3.5,4
974,MALI,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6,1.6,3.4,2.3,3.4,2.6,3,2.9
975,MALI,Other not classified,..,..,..,6,5,7,7,6,6,2,9,6,10,13,11,10,11,..,..,..,..,..,..,..,..
977,MALTA,Africa,5,4,6,6,7,10,9,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
978,MALTA,Americas,17,18,21,25,26,27,28,27,21,19,18,17,20,18,14,16.4,16.4,18,19.5,22.4,25.9,26.5,35.8,47.2,50.5
979,MALTA,East Asia and the Pacific,11,12,14,16,18,21,22,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
980,MALTA,Europe,1036,958,1023,1088,1108,1104,1080,1040,940,983,1078,1032,1143,1195,1089,1221.4,1304,1325,1431.6,1526.8,1622.5,1779.6,2054.4,2314.6,2420.8
981,MALTA,Middle East,39,53,42,41,48,46,34,25,20,13,11,9,9,9,14,16,6,17,35,30.8,6.7,3.4,2.8,3.4,2.8
982,MALTA,South Asia,1,1,1,2,2,2,2,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
983,MALTA,Other not classified,7,7,4,4,5,6,6,6,146,142,64,66,71,68,65,85,88.3,83,96,109.8,128.3,156.5,180.8,233.5,279.1
985,MARSHALL ISLANDS,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
986,MARSHALL ISLANDS,Americas,1.8,2.1,2.5,2.4,2.1,2,2,2.2,2.2,2.1,1.7,1.5,1.7,1.5,1.3,1.3,1.3,1.1,..,1.1,1.8,1.6,1.6,..,..
987,MARSHALL ISLANDS,East Asia and the Pacific,3.3,3.7,3.4,3.5,2.2,2.9,3.1,3.4,4.4,4.5,5.6,3.9,4.4,3.7,3.3,2.9,2.9,3.2,..,3.4,4,3.4,3.9,..,..
988,MARSHALL ISLANDS,Europe,0.3,0.4,0.4,0.3,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,..,0.2,0.3,0.2,0.2,..,..
989,MARSHALL ISLANDS,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
990,MARSHALL ISLANDS,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
991,MARSHALL ISLANDS,Other not classified,..,..,..,..,..,0.2,0.2,0.3,0.4,2.2,1.7,0.2,0.8,0.7,0.6,0.2,0.3,0.2,..,0.2,0.2,0.2,0.3,..,..
993,MARTINIQUE,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
994,MARTINIQUE,Americas,74,66,78,77,85,80,55,70,72,73,81,79,93,86,63,85,86,78,68,75,..,..,115.1,111.1,114.5
995,MARTINIQUE,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
996,MARTINIQUE,Europe,379,406,431,467,474,443,403,372,380,396,399,422,405,391,367,389,405,408,419,413,..,..,414.6,423.2,439.1
997,MARTINIQUE,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
998,MARTINIQUE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
999,MARTINIQUE,Other not classified,5,4,4,4,5,3,2,4,2,2,4,2,3,4,12,4,6,2,3,2,..,..,6,3.1,2.7
1001,MAURITANIA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1002,MAURITANIA,Americas,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1003,MAURITANIA,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1004,MAURITANIA,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1005,MAURITANIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1006,MAURITANIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1007,MAURITANIA,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1009,MAURITIUS,Africa,144,163,164,163,156,164,168,172,174,175,185,189,211,213,204,226,231,270,277.3,273.7,284.1,291.3,301.1,311.8,310
1010,MAURITIUS,Americas,4,4,6,6,6,8,8,7,8,8,9,10,10,14,13,14,14,16.1,15.2,16.3,17.9,19.8,24.8,25.9,25.4
1011,MAURITIUS,East Asia and the Pacific,19,23,25,23,21,24,24,25,22,27,29,34,40,40,26,31,46,54.7,79.1,99.1,125.8,124.7,122.8,112.8,88.5
1012,MAURITIUS,Europe,244,282,326,352,379,440,438,452,466,477,503,511,596,609,580,606,610,556,547.6,571.3,632.3,735.6,781.9,826.4,839
1013,MAURITIUS,Middle East,..,1,1,1,1,1,1,2,5,4,4,5,5,7,6,6,6,8.9,12.6,12.7,14.4,15.3,19.6,31.5,40.2
1014,MAURITIUS,South Asia,11,14,14,13,15,20,21,23,27,27,31,39,45,46,41,51,56,59,60.4,65.1,76.4,87.8,90.9,90.3,79.7
1015,MAURITIUS,Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,2,0.7,0.3,0.2,0.3,0.8,0.7,0.6,0.6
1017,MEXICO,Africa,..,..,..,..,..,..,..,..,..,..,..,9,10,13,10,15,15,11.6,13.3,18.4,23.7,25.6,27.5,32.7,33.5
1018,MEXICO,Americas,19862,21010,18941,18550,18183,19950,19172,19133,18155,19706,19012,18750,18699,19818,20178,20868,21152,21135.8,21755.6,26768.3,29437.4,31375.9,35208,38130.8,41801.8
1019,MEXICO,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,92,100,109,105,78,101,112,193.6,235.4,273.6,322.1,370.1,411.5,437.3,437.1
1020,MEXICO,Europe,339,341,347,477,563,401,362,479,443,..,1134,1289,1408,1502,1188,1418,1510,1462.2,1550.5,1647.6,1697.4,1828.3,1957.8,2052.6,2100.7
1021,MEXICO,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.3,12,14.2,28.3,40,41.9,51.7,45.7
1022,MEXICO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.5,14.5,17,19.5,23.9,26.3,32.4,33
1023,MEXICO,Other not classified,40,44,63,365,297,291,276,54,67,912,1676,1204,1380,1492,892,888,614,574,569.7,606.8,564.6,1415.3,1617.9,575.2,572.6
1025,"MICRONESIA, FEDERATED STATES OF",Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1026,"MICRONESIA, FEDERATED STATES OF",Americas,..,7.1,7.3,5.8,7.4,9,7.1,8.4,7.7,7.7,8,8.3,8.5,9.3,8.6,9.2,8,7.6,8.4,8.2,7.2,7.1,..,..,..
1027,"MICRONESIA, FEDERATED STATES OF",East Asia and the Pacific,..,9.4,8.8,6.5,7.2,9.9,6.9,9,8.9,10,8.9,8.4,10.1,13.4,35.8,32.6,24.8,27.9,30.4,24.3,21.4,20.3,..,..,..
1028,"MICRONESIA, FEDERATED STATES OF",Europe,..,1,1,1,1.4,1.5,1.2,1.5,1.6,1.4,2,2.4,2.5,2.8,2.9,2.7,2.4,2.5,3,2.5,2.3,1.9,..,..,..
1029,"MICRONESIA, FEDERATED STATES OF",Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1030,"MICRONESIA, FEDERATED STATES OF",South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1031,"MICRONESIA, FEDERATED STATES OF",Other not classified,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3,..,..,..
1033,"MOLDOVA, REPUBLIC OF",Africa,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.5,0.5,0.3,0.3,0.4,0.4,0.4
1034,"MOLDOVA, REPUBLIC OF",Americas,0.7,0.8,1,0.9,0.9,1.107,1.1,1.8,2.6,7.5,6.6,5,4.1,3.6,3.7,3.7,5.2,7.2,6.3,6.9,4.5,9.3,11.4,11.1,11.9
1035,"MOLDOVA, REPUBLIC OF",East Asia and the Pacific,0.3,0.2,0.3,0.2,0.2,0.398,0.4,0.4,0.3,1.3,1.2,1.3,1,0.8,0.8,1,2,2.1,2.2,2.1,2.1,3.3,4.9,5.3,6.4
1036,"MOLDOVA, REPUBLIC OF",Europe,31.5,27.6,19.7,18.6,12.8,17.228,14,17.6,20.2,60,59.4,56.4,65.2,68.8,54.9,58.8,67.5,79.4,86.6,84.4,87.5,108.3,128.6,143.5,155.3
1037,"MOLDOVA, REPUBLIC OF",Middle East,0.2,0.2,0.1,0.1,0.1,0.159,0.1,0.3,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1038,"MOLDOVA, REPUBLIC OF",South Asia,0.2,0.05,0.05,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1039,"MOLDOVA, REPUBLIC OF",Other not classified,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1041,MONACO,Africa,..,..,1,1,2,2,2,2,2,2,3,3,3,3,2,3,3,4,4,4,3.4,3.9,4.1,3.6,4.3
1042,MONACO,Americas,33,31,46,43,42,44,37,32,24,25,29,34,41,35,27,31,33,38,46,46,39.6,38,37.7,41.2,45.7
1043,MONACO,East Asia and the Pacific,13,12,14,12,12,19,13,12,10,13,12,11,12,13,10,12,15,16,17,16,16,13.2,12.8,11.8,13.9
1044,MONACO,Europe,167,159,172,194,202,210,207,205,187,190,214,240,244,261,216,223,233,222,226,230,237,242.8,263.9,252.5,263
1045,MONACO,Middle East,3,4,4,5,4,4,3,4,3,3,3,4,4,7,4,5,5,5,9,7,6.1,6.4,6.9,6.4,8.1
1046,MONACO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1047,MONACO,Other not classified,17,20,22,24,16,20,7,6,9,16,25,22,23,5,6,5,6,7,26,26,29.2,31.5,29.5,31.6,28
1049,MONGOLIA,Africa,..,..,..,0.1,0.1,0.2,0.3,0.1,0.2,0.3,0.3,1,0.8,0.6,0.4,0.6,1.1,0.8,1,0.8,0.8,0.7,0.8,1,1.1
1050,MONGOLIA,Americas,..,..,..,4.3,6.2,7.1,7.6,8,6.9,12.2,12.9,14.8,15.4,15.8,14.2,16.5,19.9,20,18.9,17.6,18.6,20.5,22.2,23.6,24.9
1051,MONGOLIA,East Asia and the Pacific,..,..,..,98.3,76.6,79.2,90.3,122.1,120.7,188.3,223.4,251.8,283.3,266.6,241.2,263.8,278.8,310,259.4,237.8,228.7,228.7,265,296.2,323.7
1052,MONGOLIA,Europe,..,..,..,61.9,71.3,67,88.4,97.7,72.3,98.6,101.1,135.1,150.3,161.1,153.8,173,157.9,142.5,135.5,133.9,135.2,150.7,177.4,203.6,221.3
1053,MONGOLIA,Middle East,..,..,..,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.5,0.6,0.6,0.6,0.7,0.6,0.7,0.7,0.8,0.9,1,1.3,2.3
1054,MONGOLIA,South Asia,..,..,..,0.3,0.6,0.6,0.7,0.7,0.8,1,0.8,1.4,1.3,1.4,1.4,1.6,2,2,2.3,2,2.1,2.7,2.9,3.6,4
1055,MONGOLIA,Other not classified,..,..,..,0.1,..,..,..,..,..,..,..,..,0.3,0.3,..,..,..,..,..,..,..,..,..,..,..
1057,MONTENEGRO,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1.9,2.3,3.2,3.7,4.1
1058,MONTENEGRO,Americas,..,..,..,..,..,..,..,3,3,3,4,7,9,9,8,11,13,13,13,20,26.3,30.2,37.5,44.7,54.4
1059,MONTENEGRO,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,1,1,2,2,3,2,3,5,6,7,25,26.3,35.3,59.6,83.9,114.6
1060,MONTENEGRO,Europe,..,..,..,..,..,..,..,129,135,182,264,366,968,1013,1028,1067,1172,1227,1282,1302,1496.3,1591.7,1774.1,1940.3,2331.5
1061,MONTENEGRO,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1062,MONTENEGRO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1.1,1.4,2.3,2.4
1063,MONTENEGRO,Other not classified,..,..,..,..,..,..,..,3,3,2,3,3,5,6,5,7,11,18,22,1,8.1,1.5,1.5,1.8,2.6
1065,MONTSERRAT,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1066,MONTSERRAT,Americas,14.2,6.8,3.8,5.6,6.8,7.2,7.2,7,5.9,6.8,6.4,5.4,5.3,5,4.2,4.4,3.8,4.9,4.9,6.3,6.2,6.1,6.4,6.9,7.2
1067,MONTSERRAT,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1068,MONTSERRAT,Europe,2.7,1.6,1.1,1.5,2.2,2.6,2.5,2.8,2.4,3.2,3.2,2.5,2.4,2.3,2,1.6,1.5,2.3,2.2,2.4,2.6,2.3,2.7,2.9,2.8
1069,MONTSERRAT,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1070,MONTSERRAT,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1071,MONTSERRAT,Other not classified,0.7,0.3,0.3,0.4,0.8,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.4
1073,MOROCCO,Africa,66,76,78,81,88,89,97,92,103,123,144,165,193,214,223,256,290.6,316.7,330.6,344.4,354.7,385.8,405.4,437.7,410.4
1074,MOROCCO,Americas,117,120,130,142,179,179,149,119,108,128,140,173,196,202,215,251,239.6,257.9,294.6,303.5,333,379.4,480.4,563.2,603.9
1075,MOROCCO,East Asia and the Pacific,31,32,36,39,45,49,43,44,42,49,52,65,74,76,77.7,99.6,96.6,113.3,124.6,127.4,118.1,171.6,266.4,305.8,326.6
1076,MOROCCO,Europe,1243,1337,1363,1467,1754,1919,1864,1869,1880,2310,2608,3025,3406,3564,3624,4144.9,4138.3,4106.8,4308,4440.6,4124,3930.6,4478.4,5144.4,5471.5
1077,MOROCCO,Middle East,61,63,66,77,78,79,85,86,79,84,91,106,116,127,134.7,142,152.3,198.4,248.6,203.1,201.6,211.8,206.3,202.4,201.6
1078,MOROCCO,South Asia,3,3,3,4,5,5,6,6,5,6,8,9,12,12,11.8,12.2,12.4,14.4,14.1,15.6,18,22.2,25.3,23,24.9
1079,MOROCCO,Other not classified,1080,1062,1395,1286,1668,1959,2135,2237,2544,2777,2801,3015,3411,3684,4055,4382.6,4412.3,4367.7,4725.7,4848.3,5027.5,5230.3,5487.1,5612.2,5893.4
1081,MOZAMBIQUE,Africa,..,..,..,..,..,..,368,848,592,623,852,977,1043,1213,1443,1466,1584,1581,1411,1255.3,1275,1353,1193.9,2263.6,1391.8
1082,MOZAMBIQUE,Americas,..,..,..,..,..,..,..,10,5,6,12,14,19,39,46,102,107,135,121,107.5,76,68,60.5,114.6,124.7
1083,MOZAMBIQUE,East Asia and the Pacific,..,..,..,..,..,..,..,6,..,..,8,9,13,19,22,28,33,29,26,22.7,42,42,37,70.2,64.4
1084,MOZAMBIQUE,Europe,..,..,..,..,..,..,37,54,43,57,48,55,66,162,193,219,273,444,397,352.8,213,221,195,369.8,426.6
1085,MOZAMBIQUE,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1086,MOZAMBIQUE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1087,MOZAMBIQUE,Other not classified,..,..,..,..,..,..,..,25,86,25,34,39,118,6,7,21,16,17,15,12.2,28,31,27.2,51.7,25.5
1089,MYANMAR,Africa,..,..,..,..,..,..,..,..,..,..,..,1,..,1,1,1,1,1,2.7,3.3,4,3.8,5.9,4.3,4.5
1090,MYANMAR,Americas,9,14,15,13,13,15,17,18,16,20,21,23,19,16,19,21,28,48,67.3,81.9,93,102.5,99.7,86.9,88
1091,MYANMAR,East Asia and the Pacific,66,98,114,120,126,129,122,124,116,142,130,148,143,124,676,688,680,848,1747,2719,4283,2459,2971.2,3136.7,3930
1092,MYANMAR,Europe,34,51,55,52,52,55,57,65,60,65,68,81,73,41,53,66,88,139,168.3,200.4,225,254.5,259.4,201.9,202.7
1093,MYANMAR,Middle East,..,..,..,..,1,1,1,2,1,2,2,2,2,1,1,2,3,4,3.4,4.7,6,7.2,6.5,5.7,6
1094,MYANMAR,South Asia,1,2,2,11,6,6,7,7,12,12,11,9,10,10,12,14,17,19,55,72,70,80.3,100.5,115.9,132.9
1095,MYANMAR,Other not classified,7,7,3,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
