id,Country,RegionOfOrigin,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019
182,BERMUDA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
183,BERMUDA,Other not classified,8,8,8,8,7,8,7,9,8,9,10,11,12,11,8,7,6,6,7.8,6.6,7.3,7.6,9.9,9.4,8.6
185,BHUTAN,Africa,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.14,0.3
186,BHUTAN,Americas,1,1.1,1,1.6,2.3,3,2.4,2.2,2,3.6,5.2,5.6,6.7,8.2,5.7,6.5,8.1,7.9,9.1,9.8,9.4,9.4,12.3,14.11,15.1
187,BHUTAN,East Asia and the Pacific,1.5,1.6,1.7,1.4,1.6,1.4,1.4,1.3,1.4,1.7,2.8,4.3,5.4,7.4,7.7,8.6,14.9,21.3,21.2,32.1,24.7,30.3,33.257,29.71,33.3
188,BHUTAN,Europe,2.2,2.4,2.6,3.2,3.1,3,2.5,2.1,2.8,3.9,5.6,7.3,8.9,11.8,9.9,11.9,14.2,14.4,13.6,15.6,14.4,14.4,16.2,18.82,21.3
189,BHUTAN,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.09,0.14,0.3
190,BHUTAN,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.448,245.3
191,BHUTAN,Other not classified,0.1,0.1,0.1,..,0.2,0.2,0.1,..,0.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
193,BOLIVIA,Africa,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3.2,1.3,1.9,1.1,1.1,1.5,1.6,1.6
194,BOLIVIA,Americas,171,187,230,269,242,220,215,217,210,285,314,357,404,407,421,506,500,580,584.1,633.2,641.9,715.2,848.1,869.2,972.9
195,BOLIVIA,East Asia and the Pacific,11,13,13,14,20,18,17,16,15,22,25,34,34,39,36,38,42,49,55.8,46.9,51.3,55.9,61.6,64,59.7
196,BOLIVIA,Europe,101,112,111,136,146,142,146,146,141,162,174,129,134,147,141,134,168,165.8,157,178,180.5,181.8,190.4,198.8,197.4
197,BOLIVIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.7,5.4,5,5,5.8,5.5
198,BOLIVIA,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8,1.4,1.8,2,2.4,2.2
199,BOLIVIA,Other not classified,..,..,..,..,..,..,..,..,..,9,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..
201,BONAIRE,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
202,BONAIRE,Americas,39,42,40,40,41,33,34,34,33,34,32,35,42,43,36,..,..,..,..,..,..,..,..,..,..
203,BONAIRE,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
204,BONAIRE,Europe,20,23,22,22,20,18,16,18,29,28,30,28,31,31,30,..,..,..,..,..,..,..,..,..,..
205,BONAIRE,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
206,BONAIRE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
207,BONAIRE,Other not classified,..,..,..,..,..,..,..,..,..,1,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..
209,BOSNIA AND HERZEGOVINA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1.6,1.5,2.1,3,3.3
210,BOSNIA AND HERZEGOVINA,Americas,..,..,10,10,8,10,8,8,7,8,8,10,10,9,8,10,10,12,18.5,22,29.2,32.6,42.3,46.8,55.5
211,BOSNIA AND HERZEGOVINA,East Asia and the Pacific,..,..,1,1,1,1,1,1,2,2,2,3,4,5,4,7,9,12,35.1,58,89.3,95.8,134.7,169.3,219.4
212,BOSNIA AND HERZEGOVINA,Europe,..,..,101,132,132,152,125,146,152,177,204,239,286,301,292,339,356,384,461.8,441,535.7,566.1,647.6,732.8,787.6
213,BOSNIA AND HERZEGOVINA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,2,11.5,13,21.1,79.9,94.3,97.6,129.5
214,BOSNIA AND HERZEGOVINA,South Asia,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,0.6,1,1.4,2.3,2,3.4,3
215,BOSNIA AND HERZEGOVINA,Other not classified,..,..,3,4,5,5,3,4,4,3,3,3,5,6,6,9,16,29,..,..,..,..,..,..,..
217,BOTSWANA,Africa,463,439,516,629,720,914,1019,1096,1235,1353,..,1240,1546,1933,1548,1787,..,1363.8,1182.1,1723,1355.8,1380.5,1379.6,1384,..
218,BOTSWANA,Americas,7,8,9,11,12,27,25,19,18,21,..,25,33,38,32,33,..,40.4,149.9,59.6,45.5,50.7,58.5,71.1,..
219,BOTSWANA,East Asia and the Pacific,7,8,9,9,10,15,12,12,12,12,..,15,25,28,22,26.2,..,45.9,52.5,37.3,23.2,26.7,39.2,39.4,..
220,BOTSWANA,Europe,29,31,38,39,44,66,55,57,55,58,..,67,78,86,86,97,..,139.7,150.9,130.7,98.6,108.1,139,149,..
221,BOTSWANA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,0.9,0.7,0.8,1.1,..
222,BOTSWANA,South Asia,1,1,1,1,1,2,3,5,2,2,..,4,2,2,3,4,..,8.6,2.8,9.3,2.7,4.3,4.9,5.8,..
223,BOTSWANA,Other not classified,14,25,33,61,56,80,80,86,83,76,..,75,52,14,30,25.4,..,15.5,5.8,4.3,1,3.2,0.7,4.3,..
225,BRAZIL,Africa,19,23,24,41,41,35,36,40,52,65,76,84,75,76,78,84,86,92,95,128,107.9,78,68.3,62.8,67.6
226,BRAZIL,Americas,1374,1830,1999,3449,3643,3803,3132,2206,2397,2703,2998,2717,2779,2884,2862,3196,3402,3582,3726,4041,4208.5,4487.8,4767.6,4786.2,4391.6
227,BRAZIL,East Asia and the Pacific,67,110,95,122,130,122,127,108,129,156,177,217,206,256,208,210,261,294,299,344,279,299.1,242,250.3,296.1
228,BRAZIL,Europe,517,681,713,1161,1246,1320,1446,1415,1544,1860,2097,1980,1938,1814,1642,1652,1663,1686,1670,1891,1667.4,1641.5,1480.6,1494.1,1569.7
229,BRAZIL,Middle East,5,7,8,14,15,11,11,7,6,6,7,18,26,..,..,..,..,..,..,..,11.9,9.9,7.9,6.7,8
230,BRAZIL,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,19,11,19,21,22,23,26,30.9,30.4,22.4,21.3,20.1
231,BRAZIL,Other not classified,9,14,11,31,31,22,20,9,5,4,3,1,2,1,1,..,..,..,..,..,..,..,..,..,..
233,BRITISH VIRGIN ISLANDS,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1.2,1.4,1,1.2,..,..,..,..,..,..
234,BRITISH VIRGIN ISLANDS,Americas,194,213,210,220,238,235,259,250,227,258,285,305,307,296,280.6,299.4,300.5,315.7,321.4,..,..,..,..,..,..
235,BRITISH VIRGIN ISLANDS,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2,3.5,3.5,2.8,3.7,..,..,..,..,..,..
236,BRITISH VIRGIN ISLANDS,Europe,21,23,22,31,29,34,33,29,50,35,40,42,43,42,23.3,25.8,31.8,31.7,39.4,..,..,..,..,..,..
237,BRITISH VIRGIN ISLANDS,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
238,BRITISH VIRGIN ISLANDS,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
239,BRITISH VIRGIN ISLANDS,Other not classified,4,7,12,28,16,3,3,3,..,11,12,9,8,8,1,..,1,..,..,..,..,..,..,..,..
241,BRUNEI DARUSSALAM,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
242,BRUNEI DARUSSALAM,Americas,..,..,..,10,9,9,6,..,..,..,3,4,5,6,5,6,7,6.3,7.6,6.1,5.9,5.4,6.5,6.4,6.7
243,BRUNEI DARUSSALAM,East Asia and the Pacific,..,..,..,892,897,913,786,..,..,..,76,100,144,186,122,170,195,169.6,180.5,161,177.8,179.3,211.5,228.8,282.6
244,BRUNEI DARUSSALAM,Europe,..,..,..,43,45,42,30,..,..,14,14,21,21,23,21,26,28,20.8,22.9,19.9,20.2,18.1,20.7,21.9,24.4
245,BRUNEI DARUSSALAM,Middle East,..,..,..,6,3,4,2,..,..,..,..,1,1,..,1,2,2,0.8,0.7,0.9,0.8,0.8,1,0.9,0.7
246,BRUNEI DARUSSALAM,South Asia,..,..,..,13,13,16,15,..,..,..,..,..,5,5,4,7,7,7.8,9.6,9.2,10,11.9,15.4,16,15.3
247,BRUNEI DARUSSALAM,Other not classified,..,..,..,..,..,..,..,..,..,105,32,32,2,6,4,3,3,3.7,3.6,3.9,3.4,3.3,3.9,4.1,3.6
249,BULGARIA,Africa,4,3,7,6,4,3,3,4,4,3,3,3,2,2,2,2,2,3,6,6.4,7.3,8.5,9,9.9,11.1
250,BULGARIA,Americas,21,19,22,40,39,42,52,47,55,68,77,85,90,92,82,84,88,94,102,112.6,113.7,115.5,131,148.3,157.1
251,BULGARIA,East Asia and the Pacific,13,14,19,21,21,24,24,22,27,32,35,38,44,48,42,44,51,56,77.6,92.2,93.3,95.1,112.4,119.2,122.3
252,BULGARIA,Europe,7687,6407,7248,4822,4912,4780,4951,5426,6088,6807,7088,7287,7372,8261,7602,8081,8389,8525,8888.8,9077.6,8977.5,10260.2,11220.9,11975.9,12143
253,BULGARIA,Middle East,25,18,21,20,18,17,15,14,15,16,18,14,19,22,21,25,24,30,44,36.2,34.3,30.3,29.8,29.7,32
254,BULGARIA,South Asia,10,10,16,15,14,16,13,9,12,12,11,13,15,21,23,24,27,26,23.5,32.8,36,50.2,52,44.4,40
255,BULGARIA,Other not classified,244,340,210,316,47,39,46,40,40,44,50,59,184,87,101,114,131,133,50,51,54.5,44.5,41.1,41,46.6
257,BURKINA FASO,Africa,52,54,57,63,42,47,50,55,65,96,101,108,121,113,119,128,117,118,108,84.4,85.1,82.7,80.2,82,85.6
258,BURKINA FASO,Americas,7,8,8,10,7,8,8,10,10,13,15,16,20,18,18,20,17,19.1,20,12.2,13.1,9.7,8.3,7.8,9.3
259,BURKINA FASO,East Asia and the Pacific,2,2,2,3,4,4,3,4,3,5,7,6,12,6,7,7,8,9.3,9,24.7,8.9,7.6,8,8.6,9.2
260,BURKINA FASO,Europe,52,55,58,78,60,63,63,73,77,100,113,123,127,124,116,107,86,78.6,68,59.1,47.4,43.8,42.9,39.1,31.9
261,BURKINA FASO,Middle East,..,..,..,..,1,1,1,1,1,2,2,2,2,2,2,1,2,1.5,2,1,1.4,0.7,0.7,0.4,0.3
262,BURKINA FASO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
263,BURKINA FASO,Other not classified,11,11,12,6,3,3,3,7,6,6,7,8,7,9,7,10,8,10.8,11,9.7,7.5,7.2,3.2,6.5,7.1
265,BURUNDI,Africa,16,13,5,7,12,14,17,25,25,1,49,181,168,178,186,122,123,125,148,152,58,85,138,..,..
266,BURUNDI,Americas,2,2,1,1,2,2,2,2,2,6,10,7,1,5,5,4,2,3,10,5,26,28,33,..,..
267,BURUNDI,East Asia and the Pacific,3,2,1,1,2,1,3,1,1,5,4,3,12,4,4,3,4,4,11,12,7,21,42,..,..
268,BURUNDI,Europe,13,10,4,6,10,12,14,6,8,29,29,20,2,12,13,10,8,9,38,37,1,2,8,..,..
269,BURUNDI,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,1,14,13,22,25,55,..,..
270,BURUNDI,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,3,7,8,11,17,15,..,..
271,BURUNDI,Other not classified,..,..,..,..,..,..,..,40,38,92,56,3,9,3,3,3,3,2,6,8,6,9,8,..,..
273,CABO VERDE,Africa,1,..,..,..,..,4,3,10,5,10,9,5,0.3,0.2,0.2,0.2,3,0.3,1.3,0.4,0.2,0.6,0.6,0.8,0.8
274,CABO VERDE,Americas,2,..,..,..,..,2,2,2,2,1,2,6,5,4,4,3,4,5,4,3.4,4.3,4.9,6,6.9,8.7
275,CABO VERDE,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
276,CABO VERDE,Europe,18,31,38,44,..,101,122,106,135,136,173,208,228,234,244,298,385,403,394.4,382.4,426.3,463.3,521.1,547.5,598.8
277,CABO VERDE,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
278,CABO VERDE,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
279,CABO VERDE,Other not classified,..,..,..,..,..,8,7,8,8,9,13,23,34,47,39,35,36,74,103,107.5,89,129.3,140.1,154.4,149.7
281,CAMBODIA,Africa,..,..,..,..,..,..,..,..,..,..,..,..,3,4,5,5,6,6,6,6,9.2,11.1,12.8,12.4,13.6
282,CAMBODIA,Americas,22,28,25,22,36,42,44,113,89,122,152,159,195,205,201,199,218,244,263,277,315.5,353,395,369.3,354
283,CAMBODIA,East Asia and the Pacific,156,174,147,105,135,152,158,409,412,589,787,1022,1384,1436,1467,1789,2085,2685,3199,3460,3671.8,3806.6,4248.8,4914,5344.9
284,CAMBODIA,Europe,38,54,43,46,60,66,66,219,183,243,310,314,417,464,470,496,551,622,709,721,728.7,779.7,869.2,818.7,793.9
285,CAMBODIA,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,2,3,2.4,4.6,5.8,5.8,5,6.1
286,CAMBODIA,South Asia,1,4,3,2,2,3,5,4,5,7,8,9,15,16,16,19,21,25,30,36.4,45.4,55.5,70.6,81.6,98.1
287,CAMBODIA,Other not classified,..,..,..,..,..,..,..,..,..,26,76,86,..,..,..,..,..,..,..,..,..,..,..,..,..
289,CAMEROON,Africa,27,73,97,76,81,89,100,105,..,80,89,155,164,..,..,..,..,..,215.3,211.3,192.3,218.5,208.1,238.3,204.8
290,CAMEROON,Americas,8,11,19,21,22,23,13,14,..,12,10,38,41,..,..,..,..,..,23.1,20.5,26.6,26.7,39.2,32.9,25.2
291,CAMEROON,East Asia and the Pacific,2,3,6,7,7,8,4,5,..,4,4,28,29,..,..,..,..,..,23.6,21.1,21.6,23.8,22.6,26.9,25.2
292,CAMEROON,Europe,61,55,104,138,146,150,100,99,..,83,68,200,212,..,..,..,..,..,181.5,150.8,167,165.7,202.8,185.7,159.9
293,CAMEROON,Middle East,1,1,3,4,4,6,1,1,..,5,2,16,17,..,..,..,..,..,9.4,7.9,15,21.1,44.7,31.5,9.6
294,CAMEROON,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
295,CAMEROON,Other not classified,1,2,2,1,1,1,3,3,..,6,3,14,14,..,..,..,..,..,8.8,22.2,29.3,28,36.6,31,35.7
297,CANADA,Africa,49,56,59,59,66,65,61,54,52,58,62,72,76,80,76,81,86,92,98,104.2,110.9,124.1,132.5,143.4,165.4
298,CANADA,Americas,13294,13241,13742,15256,15564,15605,15974,16576,14589,15518,14867,14372,13946,13112,12150,12336,12080,12395,12002,12082,13283.1,14587.7,15150,15405.5,16085
299,CANADA,East Asia and the Pacific,1301,1509,1393,1145,1251,1340,1195,1210,900,1222,1282,1282,1267,1231,1026,1170,1223,1286,1389.4,1590,1690.5,1994,2182.6,2148.9,2175.6
300,CANADA,Europe,2188,2371,2330,2274,2382,2499,2324,2095,1873,2202,2397,2360,2443,2498,2262,2376,2356,2299,2286.2,2436.9,2540.9,2875.8,2974.9,2943.9,3150.3
301,CANADA,Middle East,32,35,35,38,41,45,47,42,40,48,52,59,68,77,78,84,85,85,91,103.2,106.6,115.5,116,109.8,120.5
302,CANADA,South Asia,69,73,78,56,63,74,78,79,80,96,110,119,136,145,146,172,185,187,192,220.6,238.9,274.2,327.1,380.6,446.8
303,CANADA,Other not classified,..,..,33,42,44,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,1.7
305,CAYMAN ISLANDS,Africa,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,0.7,0.8,0.9,0.9,1,0.9,1
306,CAYMAN ISLANDS,Americas,..,..,..,..,..,327,310,282,272,242,153,247,268,279,250,265,285,297,313,341.8,345.8,350.9,389,435.6,473.8
307,CAYMAN ISLANDS,East Asia and the Pacific,..,..,..,..,..,2,2,1,1,1,1,1,2,2,2,2,2,2,2.8,2.7,3.2,3.2,2.8,2.3,2.5
308,CAYMAN ISLANDS,Europe,..,..,..,..,..,24,21,19,19,16,13,18,20,21,19,20,21,22,28.1,36.7,34.6,29.5,24.5,23.1,24.3
309,CAYMAN ISLANDS,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.2,0.2,0.3,0.3,0.2,0.2
310,CAYMAN ISLANDS,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.3,0.2,0.3,0.3,0.4,0.4
311,CAYMAN ISLANDS,Other not classified,..,..,..,..,..,1,1,1,2,1,1,1,1,..,..,..,..,..,0.3,0.2,0.3,0.3,0.5,0.6,0.4
313,CENTRAL AFRICAN REPUBLIC,Africa,..,..,..,3.4,..,5.4,5,1.5,3.1,3.5,6.2,7.1,8.3,16,27,26.7,32.7,35.9,44.2,50.7,63.4,37.8,50.6,48.3,..
314,CENTRAL AFRICAN REPUBLIC,Americas,..,..,..,0.5,..,0.9,0.7,0.2,0.4,0.4,0.6,0.7,0.9,1.3,3.2,5.1,5.1,5.2,6,6.7,7.5,2.4,3.4,3.5,..
315,CENTRAL AFRICAN REPUBLIC,East Asia and the Pacific,..,..,..,0.3,..,1.2,0.4,0.2,0.3,0.3,0.4,0.4,0.5,2.2,3.9,5,5.8,5.9,6.3,7.3,9.9,6.7,8.4,8.3,..
316,CENTRAL AFRICAN REPUBLIC,Europe,..,..,..,3.1,..,3.6,3.5,1,1.9,3.7,4.3,5,6.7,10.6,16.6,13.1,16.6,17.6,20.2,23.3,27.9,20.4,33.1,36.7,..
317,CENTRAL AFRICAN REPUBLIC,Middle East,..,..,..,0.1,..,0.1,0.1,..,..,0.2,0.4,0.5,0.6,0.4,1.2,2.7,3.8,4.6,5,5.9,8.1,10.7,8.5,9,..
318,CENTRAL AFRICAN REPUBLIC,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
319,CENTRAL AFRICAN REPUBLIC,Other not classified,..,..,..,0.1,..,..,0.2,..,..,0.1,0.1,0.1,0.1,0.1,0.5,1.2,1.5,1.6,1.8,1.7,3.7,3.9,2.7,3.4,..
321,CHAD,Africa,2,2,4,12,14,13,17,8,5,6,7,31,36,40,16,34,51,60,67.6,83.6,84.2,43.2,39.7,34.3,40
322,CHAD,Americas,1,1,1,4,5,8,5,6,4,6,6,3,4,3.4,11,6,4,3,4.2,5.4,4.7,7.1,8.2,9.9,8
323,CHAD,East Asia and the Pacific,..,..,..,..,..,..,2,1,..,..,1,2,2,3,9,3,10,9,11.5,13.7,9.7,18.9,14.9,4.1,4.6
324,CHAD,Europe,4,5,5,21,24,21,32,15,10,13,15,9,32,12,24,25,11,13,13.4,15.1,20.3,27.1,23.3,8,14.4
325,CHAD,Middle East,..,..,..,..,..,1,1,2,1,1,1,1,2,1.5,10,2,1,1,0.6,0.9,1,1.8,1.2,1.7,..
326,CHAD,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,1,1,..,1,..,..,..,..,..,..,..,..,..
327,CHAD,Other not classified,11,11,17,4,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.5,14.4
329,CHILE,Africa,3,..,2,2,2,2,2,2,3,4,4,4,4,5,4,4,4.1,4,4,3.6,4.1,3.8,4.6,4.7,5.1
330,CHILE,Americas,1345,1243,1403,1493,1365,1457,1429,1119,1243,1360,1553,1755,1968,2076,2174,2222,2532.7,2899,2900.5,2951.6,3735,4845.4,5615.4,4832.4,3618.2
331,CHILE,East Asia and the Pacific,26,28,32,34,36,37,37,41,54,70,75,84,91,79,73,72,77.7,98,99.5,103.7,111.4,124.2,140.3,150.7,150.9
332,CHILE,Europe,163,168,203,227,225,240,250,245,309,345,385,402,437,409,383,363,375.8,388,396.4,426.4,432,469.9,496.6,515.9,535.5
333,CHILE,Middle East,..,..,1,..,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,0.7,0.8,0.8,0.9,0.9,1,1.1
334,CHILE,South Asia,1,..,2,2,2,3,2,2,2,4,4,4,4,3,3,3,3,3,3.4,3.3,4.2,4.9,5.6,5.7,6.3
335,CHILE,Other not classified,1,11,1,1,1,2,2,2,2,2,5,2,2,137,122,136,143,161,171.6,185,190.8,191.7,186.6,212.4,200.8
337,CHINA,Africa,33,39,38,39,43,54,63,84,92,154,211,255,327,324,340.4,391.4,424,440,461.4,497,487.5,502.3,541.9,585.2,598.9
338,CHINA,Americas,697,809,867,948,1026,1217,1278,1510,1133,1790,2146,2406,2721,2582,2491.2,2995.4,3201,3179,3123.8,3106.6,3115.4,3378.8,3539.8,3786.9,3645.3
339,CHINA,East Asia and the Pacific,43789,48201,54374,60308,69278,79312,84610,92866,87214,102394,112053,115700,120956,119584,117588.8,122889.3,123828,120802,117744.1,117276,123308.2,130356.9,141127.4,146013.3,149698.3
340,CHINA,Europe,1609,1770,2039,1896,2149,2537,2732,3007,2790,4097,5166,5769,6937,6688,5131.5,6365.8,6772,6770,6422.4,6209.3,5475.4,5987.6,6402,6530.6,6854.2
341,CHINA,Middle East,16,18,22,21,26,35,37,52,47,84,111,136,180,178,207.4,246.8,239,264,269.1,277.7,267.1,252.5,255,252.4,257.9
342,CHINA,South Asia,108,120,131,133,161,210,277,381,383,514,599,671,749,669,714.3,871.3,957,948,1054.7,1124.6,1164.2,1295.6,1391.4,1280.3,1481
343,CHINA,Other not classified,133,171,117,133,113,79,15,8,3,5,6,4,3,2,2.2,2.1,2,2,2.1,7.2,2.5,..,2.6,157.7,2.3
345,COLOMBIA,Africa,..,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2.3,2.8,2.7,3,3.5,3.6,3.8,3.7,3.6,4.2
346,COLOMBIA,Americas,1233,373,409,464,395,413,469,428,484,618,730,827,944,969,1064,1140.1,1192.9,1282.7,1388.7,1561.7,1820.4,2020.9,2272.5,2485.8,2546.2
347,COLOMBIA,East Asia and the Pacific,..,13,13,16,13,13,12,12,11,13,15,17,24,21.2,26,25.2,28.8,33.7,35.6,43.8,51.1,54.4,58.4,61.4,63.3
348,COLOMBIA,Europe,166,170,156,159,134,127,129,118,125,156,183,205,220,227,258,230.3,263.6,273,293.6,351.5,406.1,439.9,491.4,544.3,586.5
349,COLOMBIA,Middle East,..,2,2,2,1,1,2,1,1,1,1,1,1,1.2,1,0.9,1.1,1.3,1.5,1.6,1.8,1.9,2.1,2.1,2.4
350,COLOMBIA,South Asia,..,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3.4,3.3,3.3,3.5,4.3,6.1,6.5,7.2,8.2,8.8
351,COLOMBIA,Other not classified,..,70,58,31,1,1,2,6,1,..,1,..,..,1,..,2.6,550,583.7,562.1,585.3,809.7,842.1,876.6,914.1,956
353,COMOROS,Africa,8,11,14,11,14,16,11.8,8.7,5.6,6.3,8.9,5.5,4.2,2.1,2.9,1.8,1.5,6.7,5.6,7.1,9.2,8.2,11.6,10.9,11.933
354,COMOROS,Americas,..,..,..,..,..,..,0.2,0.1,..,0.1,0.2,0.4,0.4,0.3,0.1,0.2,0.8,0.3,0.2,0.7,0.8,0.9,0.5,0.5,0.923
355,COMOROS,East Asia and the Pacific,..,..,1,..,..,..,0.1,0.1,0.6,0.4,0.3,0.9,0.5,0.4,0.3,0.2,0.6,0.5,0.4,1.1,1.2,1.6,0.7,0.9,1.845
356,COMOROS,Europe,14,11,11,13,9,7,6.9,9.5,8,10.6,9.6,9.5,9.1,11,7.5,12.5,14.6,14.5,14.2,13,11.7,15.3,14.7,23.2,29.638
357,COMOROS,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,0.8,0.8,0.6,0.8,0.5,0.3,0.738
358,COMOROS,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
359,COMOROS,Other not classified,..,2,..,2,1,1,0.3,0.5,0.2,0.2,0.6,0.8,1,1,0.5,0.6,1.3,..,0.7,..,..,..,..,..,..
361,CONGO,Africa,17,14,10,7,6,9,12,11,11,12,13,20,28,26,38,41,153,148.6,261.7,142.6,137.7,145.1,84.1,88.2,..
362,CONGO,Americas,2,3,2,1,1,1,1,1,1,1,2,2,2,3,5,5,4,9.7,9.9,7.6,5.8,4,4.4,4.7,..
363,CONGO,East Asia and the Pacific,..,..,..,..,..,..,..,..,..,..,..,3,1,1,3,3,9,19.6,24.7,22.1,13.4,11.2,9,9.5,..
364,CONGO,Europe,17,21,14,11,7,8,12,9,8,11,13,14,21,30,44,46,51,75.7,45.9,51.6,63,49.7,50.3,52.1,..
365,CONGO,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,2.6,1.1,2.9,2.9,1.6,1.1,1.4,..
366,CONGO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2.4,2.1,2,1.5,1.4,1.7,2.2,..
367,CONGO,Other not classified,1,1,1,1,1,1,2,1,3,7,7,7,3,2,4,6,..,..,..,..,..,..,..,..,..
369,DEMOCRATIC REPUBLIC OF THE CONGO,Africa,20,..,..,22,73,96,38,9,20,15,36,33,28,28,31,20,44,66,72,..,189.9,221,..,..,..
370,DEMOCRATIC REPUBLIC OF THE CONGO,Americas,..,..,..,1,1,..,3,4,3,5,4,3,3,4,3,7,21,18,20.4,..,18.7,9.3,..,..,..
371,DEMOCRATIC REPUBLIC OF THE CONGO,East Asia and the Pacific,..,..,..,1,1,..,3,4,3,4,6,6,5,5,6,4,14,21.6,13.6,..,23.3,19.3,..,..,..
372,DEMOCRATIC REPUBLIC OF THE CONGO,Europe,15,..,..,8,4,6,11,11,9,13,15,13,11,13,13,35,68,50.8,49.1,..,94.9,72.1,..,..,..
373,DEMOCRATIC REPUBLIC OF THE CONGO,Middle East,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,6,11,3.2,..,7.6,13.6,..,..,..
374,DEMOCRATIC REPUBLIC OF THE CONGO,South Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,6,..,5,..,19.2,15.8,..,..,..
375,DEMOCRATIC REPUBLIC OF THE CONGO,Other not classified,..,..,..,20,..,..,..,..,..,..,..,..,..,..,..,10,27,..,27.5,..,..,..,..,..,..
377,COOK ISLANDS,Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
